"time","EDP","EDP( volume )"
"2006-04-21 01:00","3.28","23349543"
"2006-04-24 01:00","3.27","26039697"
"2006-04-25 01:00","3.17","11577527"
"2006-04-26 01:00","3.19","17610883"
"2006-04-27 01:00","3.15","23542243"
"2006-04-28 01:00","3.12","17961073"
"2006-05-02 01:00","3.13","29070467"
"2006-05-03 01:00","3.11","33586903"
"2006-05-04 01:00","3.11","7367196"
"2006-05-05 01:00","3.1","4152843"
"2006-05-08 01:00","3.12","15021440"
"2006-05-09 01:00","3.1","20601023"
"2006-05-10 01:00","3.06","14405849"
"2006-05-11 01:00","3.03","20177081"
"2006-05-12 01:00","3.03","23804741"
"2006-05-15 01:00","3.04","11213857"
"2006-05-16 01:00","3.04","10832912"
"2006-05-17 01:00","2.98","12474948"
"2006-05-18 01:00","2.9","28859813"
"2006-05-19 01:00","2.84","27050523"
"2006-05-22 01:00","2.86","17293653"
"2006-05-23 01:00","2.87","11256121"
"2006-05-24 01:00","2.86","16465894"
"2006-05-25 01:00","2.86","16694379"
"2006-05-26 01:00","2.96","21499253"
"2006-05-29 01:00","2.94","12601678"
"2006-05-30 01:00","2.88","13323444"
"2006-05-31 01:00","2.88","15835770"
"2006-06-01 01:00","2.86","12799965"
"2006-06-02 01:00","2.92","10291110"
"2006-06-05 01:00","2.92","13181933"
"2006-06-06 01:00","2.93","8984318"
"2006-06-07 01:00","2.97","23682854"
"2006-06-08 01:00","2.9","11684733"
"2006-06-09 01:00","2.94","11150399"
"2006-06-12 01:00","2.88","9031549"
"2006-06-13 01:00","2.85","23816901"
"2006-06-14 01:00","2.84","15296320"
"2006-06-15 01:00","2.87","13224491"
"2006-06-16 01:00","2.92","30942323"
"2006-06-19 01:00","2.92","11771986"
"2006-06-20 01:00","2.9","14089157"
"2006-06-21 01:00","2.92","17323175"
"2006-06-22 01:00","2.91","15062132"
"2006-06-23 01:00","2.93","16921349"
"2006-06-26 01:00","2.99","16109981"
"2006-06-27 01:00","3.01","23010095"
"2006-06-28 01:00","3.05","23713102"
"2006-06-29 01:00","3.05","10189050"
"2006-06-30 01:00","3.07","15472704"
"2006-07-03 01:00","3.03","12204844"
"2006-07-04 01:00","3.03","10112322"
"2006-07-05 01:00","2.98","75318511"
"2006-07-06 01:00","2.98","18601432"
"2006-07-07 01:00","2.97","19514711"
"2006-07-10 01:00","3.03","13531302"
"2006-07-11 01:00","2.99","8697756"
"2006-07-12 01:00","2.99","13910845"
"2006-07-13 01:00","2.96","22983539"
"2006-07-14 01:00","2.95","20160336"
"2006-07-17 01:00","2.94","24678306"
"2006-07-18 01:00","2.93","12652455"
"2006-07-19 01:00","3.01","18156302"
"2006-07-20 01:00","3","5871463"
"2006-07-21 01:00","2.97","8023591"
"2006-07-24 01:00","3","6352978"
"2006-07-25 01:00","3.01","7749371"
"2006-07-26 01:00","3.05","13740084"
"2006-07-27 01:00","3.05","14150937"
"2006-07-28 01:00","3.1","22303903"
"2006-07-31 01:00","3.1","6834584"
"2006-08-01 01:00","3.1","10212037"
"2006-08-02 01:00","3.09","9205507"
"2006-08-03 01:00","3.14","15124340"
"2006-08-04 01:00","3.14","11976802"
"2006-08-07 01:00","3.12","5914815"
"2006-08-08 01:00","3.17","9608066"
"2006-08-09 01:00","3.19","7564605"
"2006-08-10 01:00","3.16","9381456"
"2006-08-11 01:00","3.16","6485361"
"2006-08-14 01:00","3.19","4415424"
"2006-08-15 01:00","3.19","2840081"
"2006-08-16 01:00","3.2","8664980"
"2006-08-17 01:00","3.18","4279011"
"2006-08-18 01:00","3.17","4927412"
"2006-08-21 01:00","3.17","5654796"
"2006-08-22 01:00","3.16","5140714"
"2006-08-23 01:00","3.17","4996779"
"2006-08-24 01:00","3.15","16664364"
"2006-08-25 01:00","3.12","13961106"
"2006-08-28 01:00","3.17","9278657"
"2006-08-29 01:00","3.16","6980030"
"2006-08-30 01:00","3.15","4378154"
"2006-08-31 01:00","3.14","10853346"
"2006-09-01 01:00","3.16","9776769"
"2006-09-04 01:00","3.16","5953168"
"2006-09-05 01:00","3.13","18192814"
"2006-09-06 01:00","3.1","17667368"
"2006-09-07 01:00","3.07","12331483"
"2006-09-08 01:00","3.09","9334223"
"2006-09-11 01:00","3.06","9593546"
"2006-09-12 01:00","3.08","10684981"
"2006-09-13 01:00","3.1","7585063"
"2006-09-14 01:00","3.08","10683635"
"2006-09-15 01:00","3.16","30403473"
"2006-09-18 01:00","3.12","16653543"
"2006-09-19 01:00","3.13","7902944"
"2006-09-20 01:00","3.14","7310545"
"2006-09-21 01:00","3.16","17149387"
"2006-09-22 01:00","3.16","6719090"
"2006-09-25 01:00","3.17","17554076"
"2006-09-26 01:00","3.22","44036178"
"2006-09-27 01:00","3.42","132102380"
"2006-09-28 01:00","3.39","40437046"
"2006-09-29 01:00","3.42","19880015"
"2006-10-02 01:00","3.51","81220351"
"2006-10-03 01:00","3.44","26088275"
"2006-10-04 01:00","3.48","31535575"
"2006-10-05 01:00","3.43","16055513"
"2006-10-06 01:00","3.46","10657889"
"2006-10-09 01:00","3.45","9493258"
"2006-10-10 01:00","3.44","17946963"
"2006-10-11 01:00","3.44","17737103"
"2006-10-12 01:00","3.42","10025066"
"2006-10-13 01:00","3.44","7240340"
"2006-10-16 01:00","3.42","12974914"
"2006-10-17 01:00","3.43","31232102"
"2006-10-18 01:00","3.47","12890513"
"2006-10-19 01:00","3.48","13766087"
"2006-10-20 01:00","3.49","25064451"
"2006-10-23 01:00","3.53","25983346"
"2006-10-24 01:00","3.5","13126486"
"2006-10-25 01:00","3.58","15844326"
"2006-10-26 01:00","3.59","19875040"
"2006-10-27 01:00","3.6","11962146"
"2006-10-30 00:00","3.56","9924428"
"2006-10-31 00:00","3.52","15268378"
"2006-11-01 00:00","3.51","11198681"
"2006-11-02 00:00","3.5","12689690"
"2006-11-03 00:00","3.49","11960544"
"2006-11-06 00:00","3.59","17302222"
"2006-11-07 00:00","3.58","10365593"
"2006-11-08 00:00","3.6","11744969"
"2006-11-09 00:00","3.61","9524469"
"2006-11-10 00:00","3.6","21964474"
"2006-11-13 00:00","3.59","13098038"
"2006-11-14 00:00","3.56","14425633"
"2006-11-15 00:00","3.6","7925426"
"2006-11-16 00:00","3.59","5840948"
"2006-11-17 00:00","3.58","14353730"
"2006-11-20 00:00","3.57","9389520"
"2006-11-21 00:00","3.58","7698361"
"2006-11-22 00:00","3.56","11961573"
"2006-11-23 00:00","3.54","7502326"
"2006-11-24 00:00","3.53","13277828"
"2006-11-27 00:00","3.57","16932455"
"2006-11-28 00:00","3.55","14784129"
"2006-11-29 00:00","3.55","9426064"
"2006-11-30 00:00","3.58","13909020"
"2006-12-01 00:00","3.58","17695182"
"2006-12-04 00:00","3.59","6830005"
"2006-12-05 00:00","3.67","28758040"
"2006-12-06 00:00","3.74","16419748"
"2006-12-07 00:00","3.72","10221599"
"2006-12-08 00:00","3.74","7361571"
"2006-12-11 00:00","3.74","13298047"
"2006-12-12 00:00","3.74","8340105"
"2006-12-13 00:00","3.75","10359067"
"2006-12-14 00:00","3.74","14719750"
"2006-12-15 00:00","3.75","11209514"
"2006-12-18 00:00","3.84","15276325"
"2006-12-19 00:00","3.83","8145808"
"2006-12-20 00:00","3.74","19273604"
"2006-12-21 00:00","3.74","10763930"
"2006-12-22 00:00","3.74","7772167"
"2006-12-27 00:00","3.77","6804455"
"2006-12-28 00:00","3.8","10807328"
"2006-12-29 00:00","3.84","9319264"
"2007-01-02 00:00","3.82","11172016"
"2007-01-03 00:00","3.8","10264841"
"2007-01-04 00:00","3.82","7193636"
"2007-01-05 00:00","3.81","14577283"
"2007-01-08 00:00","3.83","27067211"
"2007-01-09 00:00","3.87","16674842"
"2007-01-10 00:00","3.89","17200028"
"2007-01-11 00:00","3.97","14414610"
"2007-01-12 00:00","3.96","10825309"
"2007-01-15 00:00","3.94","12980192"
"2007-01-16 00:00","3.97","7419478"
"2007-01-17 00:00","4.04","42919622"
"2007-01-18 00:00","3.99","24882172"
"2007-01-19 00:00","3.87","66601067"
"2007-01-22 00:00","3.81","38199012"
"2007-01-23 00:00","3.82","48282605"
"2007-01-24 00:00","3.84","15688378"
"2007-01-25 00:00","3.84","20520776"
"2007-01-26 00:00","3.85","14501460"
"2007-01-29 00:00","3.86","19367195"
"2007-01-30 00:00","3.88","11263033"
"2007-01-31 00:00","3.83","15876907"
"2007-02-01 00:00","3.86","11915774"
"2007-02-02 00:00","3.86","14456223"
"2007-02-05 00:00","3.9","14975161"
"2007-02-06 00:00","3.9","16928358"
"2007-02-07 00:00","4","37048621"
"2007-02-08 00:00","4","21315753"
"2007-02-09 00:00","4.08","35499152"
"2007-02-12 00:00","4.06","13711929"
"2007-02-13 00:00","4.02","16893759"
"2007-02-14 00:00","4.02","12428297"
"2007-02-15 00:00","4.06","28786444"
"2007-02-16 00:00","4.22","70050991"
"2007-02-19 00:00","4.27","93039431"
"2007-02-20 00:00","4.28","21833017"
"2007-02-21 00:00","4.26","38108133"
"2007-02-22 00:00","4.34","41732477"
"2007-02-23 00:00","4.28","25593603"
"2007-02-26 00:00","4.28","27108967"
"2007-02-27 00:00","4.19","37559524"
"2007-02-28 00:00","4.14","29169033"
"2007-03-01 00:00","4.16","37127267"
"2007-03-02 00:00","4.16","23481449"
"2007-03-05 00:00","4.14","25773607"
"2007-03-06 00:00","4.18","26163557"
"2007-03-07 00:00","4.09","43563475"
"2007-03-08 00:00","4.09","23290346"
"2007-03-09 00:00","4.06","44881992"
"2007-03-12 00:00","4.09","17258231"
"2007-03-13 00:00","4.07","17705948"
"2007-03-14 00:00","4","25401841"
"2007-03-15 00:00","4.06","15127467"
"2007-03-16 00:00","4","19682460"
"2007-03-19 00:00","4.08","21219821"
"2007-03-20 00:00","4.06","16519064"
"2007-03-21 00:00","4.04","10076128"
"2007-03-22 00:00","4.09","29283253"
"2007-03-23 00:00","4.09","22587375"
"2007-03-26 01:00","4.1","16538010"
"2007-03-27 01:00","4.16","28559022"
"2007-03-28 01:00","4.06","26365090"
"2007-03-29 01:00","4.07","11407715"
"2007-03-30 01:00","4.02","18499583"
"2007-04-02 01:00","4.1","20709032"
"2007-04-03 01:00","4.16","24881551"
"2007-04-04 01:00","4.14","13547507"
"2007-04-05 01:00","4.12","11252913"
"2007-04-10 01:00","4.15","14677549"
"2007-04-11 01:00","4.11","15945974"
"2007-04-12 01:00","4.09","10384010"
"2007-04-13 01:00","4.12","15820990"
"2007-04-16 01:00","4.13","26939437"
"2007-04-17 01:00","4.1","14557112"
"2007-04-18 01:00","4.1","13268516"
"2007-04-19 01:00","4.11","18398276"
"2007-04-20 01:00","4.12","16007932"
"2007-04-23 01:00","4.09","13803379"
"2007-04-24 01:00","4.06","12543039"
"2007-04-25 01:00","4.09","9340908"
"2007-04-26 01:00","4.11","16296405"
"2007-04-27 01:00","4.08","12639758"
"2007-04-30 01:00","4.01","15808191"
"2007-05-02 01:00","3.99","23633999"
"2007-05-03 01:00","3.97","20471272"
"2007-05-04 01:00","4.01","38921600"
"2007-05-07 01:00","4.01","10881985"
"2007-05-08 01:00","3.98","21698551"
"2007-05-09 01:00","3.98","15082995"
"2007-05-10 01:00","3.96","13951964"
"2007-05-11 01:00","3.95","20004622"
"2007-05-14 01:00","3.97","15051471"
"2007-05-15 01:00","3.94","23860914"
"2007-05-16 01:00","3.96","25475957"
"2007-05-17 01:00","4.15","49929185"
"2007-05-18 01:00","4.18","38186501"
"2007-05-21 01:00","4.11","14912679"
"2007-05-22 01:00","4.15","16603295"
"2007-05-23 01:00","4.22","25086679"
"2007-05-24 01:00","4.27","50557186"
"2007-05-25 01:00","4.27","14787712"
"2007-05-28 01:00","4.28","3544986"
"2007-05-29 01:00","4.26","15164376"
"2007-05-30 01:00","4.21","12676080"
"2007-05-31 01:00","4.23","18987679"
"2007-06-01 01:00","4.28","22581996"
"2007-06-04 01:00","4.23","24166792"
"2007-06-05 01:00","4.16","21697376"
"2007-06-06 01:00","4.12","19952898"
"2007-06-07 01:00","4.04","21894937"
"2007-06-08 01:00","4.07","30305188"
"2007-06-11 01:00","4.08","18757047"
"2007-06-12 01:00","4.07","12650255"
"2007-06-13 01:00","4.08","16698070"
"2007-06-14 01:00","4.11","15415511"
"2007-06-15 01:00","4.14","17844768"
"2007-06-18 01:00","4.14","11914580"
"2007-06-19 01:00","4.1","11104629"
"2007-06-20 01:00","4.15","24052756"
"2007-06-21 01:00","4.13","23269912"
"2007-06-22 01:00","4.11","43344468"
"2007-06-25 01:00","4.11","18852781"
"2007-06-26 01:00","4.1","15455453"
"2007-06-27 01:00","4.16","19705829"
"2007-06-28 01:00","4.12","16259288"
"2007-06-29 01:00","4.09","19190601"
"2007-07-02 01:00","4.09","12784247"
"2007-07-03 01:00","4.14","17982063"
"2007-07-04 01:00","4.16","13454811"
"2007-07-05 01:00","4.11","13517146"
"2007-07-06 01:00","4.12","7345209"
"2007-07-09 01:00","4.13","18184723"
"2007-07-10 01:00","4.15","17954917"
"2007-07-11 01:00","4.13","13403806"
"2007-07-12 01:00","4.15","20245973"
"2007-07-13 01:00","4.21","22055704"
"2007-07-16 01:00","4.25","27241903"
"2007-07-17 01:00","4.22","15769914"
"2007-07-18 01:00","4.19","11543019"
"2007-07-19 01:00","4.19","12858926"
"2007-07-20 01:00","4.22","17862001"
"2007-07-23 01:00","4.25","14294266"
"2007-07-24 01:00","4.23","17283310"
"2007-07-25 01:00","4.23","20775157"
"2007-07-26 01:00","4.23","24601381"
"2007-07-27 01:00","4.18","30210684"
"2007-07-30 01:00","4.11","17127007"
"2007-07-31 01:00","4.17","20737779"
"2007-08-01 01:00","4.11","9784900"
"2007-08-02 01:00","4.13","13899193"
"2007-08-03 01:00","4.11","11789494"
"2007-08-06 01:00","4.11","6463351"
"2007-08-07 01:00","4.12","9307071"
"2007-08-08 01:00","4.18","20355869"
"2007-08-09 01:00","4.12","16528889"
"2007-08-10 01:00","4.08","16832502"
"2007-08-13 01:00","4.08","10719025"
"2007-08-14 01:00","4.06","8707594"
"2007-08-15 01:00","4.08","7555686"
"2007-08-16 01:00","3.97","18965598"
"2007-08-17 01:00","3.89","27889201"
"2007-08-20 01:00","3.95","9207722"
"2007-08-21 01:00","3.96","7485846"
"2007-08-22 01:00","4.02","7913775"
"2007-08-23 01:00","4.05","9478167"
"2007-08-24 01:00","4.05","7303166"
"2007-08-27 01:00","4.04","5289773"
"2007-08-28 01:00","4.03","7408251"
"2007-08-29 01:00","4.04","11563241"
"2007-08-30 01:00","4.02","13922333"
"2007-08-31 01:00","4.03","26510922"
"2007-09-03 01:00","4.03","5576916"
"2007-09-04 01:00","4.04","20292828"
"2007-09-05 01:00","4.02","13154147"
"2007-09-06 01:00","4","11370655"
"2007-09-07 01:00","3.89","26825738"
"2007-09-10 01:00","3.89","19856410"
"2007-09-11 01:00","3.95","58105895"
"2007-09-12 01:00","3.92","22528864"
"2007-09-13 01:00","3.91","19681309"
"2007-09-14 01:00","3.9","13796838"
"2007-09-17 01:00","3.88","19428148"
"2007-09-18 01:00","3.89","26265831"
"2007-09-19 01:00","3.99","28213772"
"2007-09-20 01:00","3.97","11561384"
"2007-09-21 01:00","4.02","20643478"
"2007-09-24 01:00","4.02","14065002"
"2007-09-25 01:00","3.99","16821240"
"2007-09-26 01:00","4.05","25386801"
"2007-09-27 01:00","4.1","40118275"
"2007-09-28 01:00","4.1","17209539"
"2007-10-01 01:00","4.12","11744770"
"2007-10-02 01:00","4.14","23155156"
"2007-10-03 01:00","4.14","17968098"
"2007-10-04 01:00","4.1","20842174"
"2007-10-05 01:00","4.15","15154197"
"2007-10-08 01:00","4.13","6773761"
"2007-10-09 01:00","4.22","20130411"
"2007-10-10 01:00","4.21","14673685"
"2007-10-11 01:00","4.3","23907539"
"2007-10-12 01:00","4.25","35156876"
"2007-10-15 01:00","4.25","13622903"
"2007-10-16 01:00","4.23","11128893"
"2007-10-17 01:00","4.29","21730257"
"2007-10-18 01:00","4.32","22477615"
"2007-10-19 01:00","4.27","8665799"
"2007-10-22 01:00","4.28","21052724"
"2007-10-23 01:00","4.34","17561057"
"2007-10-24 01:00","4.31","14231980"
"2007-10-25 01:00","4.34","17564531"
"2007-10-26 01:00","4.35","10481289"
"2007-10-29 00:00","4.39","15306864"
"2007-10-30 00:00","4.39","21820981"
"2007-10-31 00:00","4.44","38510351"
"2007-11-01 00:00","4.5","24604096"
"2007-11-02 00:00","4.45","18766477"
"2007-11-05 00:00","4.45","8716809"
"2007-11-06 00:00","4.56","25339072"
"2007-11-07 00:00","4.69","40520122"
"2007-11-08 00:00","4.85","51199249"
"2007-11-09 00:00","4.84","42673017"
"2007-11-12 00:00","4.91","26149610"
"2007-11-13 00:00","4.7","34783829"
"2007-11-14 00:00","4.68","30547764"
"2007-11-15 00:00","4.76","20689674"
"2007-11-16 00:00","4.72","15905457"
"2007-11-19 00:00","4.62","13972528"
"2007-11-20 00:00","4.54","28481394"
"2007-11-21 00:00","4.58","26326586"
"2007-11-22 00:00","4.65","13262346"
"2007-11-23 00:00","4.69","19911702"
"2007-11-26 00:00","4.71","9015556"
"2007-11-27 00:00","4.61","11214693"
"2007-11-28 00:00","4.7","13073505"
"2007-11-29 00:00","4.6","18727585"
"2007-11-30 00:00","4.61","14606792"
"2007-12-03 00:00","4.71","28749386"
"2007-12-04 00:00","4.68","17069144"
"2007-12-05 00:00","4.62","17379098"
"2007-12-06 00:00","4.63","9641160"
"2007-12-07 00:00","4.59","14961320"
"2007-12-10 00:00","4.57","12950870"
"2007-12-11 00:00","4.69","21327449"
"2007-12-12 00:00","4.6","19903507"
"2007-12-13 00:00","4.52","32414751"
"2007-12-14 00:00","4.6","13997224"
"2007-12-17 00:00","4.6","10447159"
"2007-12-18 00:00","4.58","6847081"
"2007-12-19 00:00","4.51","17716931"
"2007-12-20 00:00","4.47","87991794"
"2007-12-21 00:00","4.49","13814451"
"2007-12-24 00:00","4.52","953099"
"2007-12-27 00:00","4.46","6588447"
"2007-12-28 00:00","4.45","20949654"
"2007-12-31 00:00","4.47","8292137"
"2008-01-02 00:00","4.45","6984341"
"2008-01-03 00:00","4.51","13837678"
"2008-01-04 00:00","4.54","16812408"
"2008-01-07 00:00","4.66","23946521"
"2008-01-08 00:00","4.63","17807950"
"2008-01-09 00:00","4.5","18548428"
"2008-01-10 00:00","4.54","14081044"
"2008-01-11 00:00","4.53","21980272"
"2008-01-14 00:00","4.5","11893976"
"2008-01-15 00:00","4.38","12904598"
"2008-01-16 00:00","4.2","22122509"
"2008-01-17 00:00","4.23","13396943"
"2008-01-18 00:00","4.19","12422723"
"2008-01-21 00:00","3.99","18857550"
"2008-01-22 00:00","3.87","23549019"
"2008-01-23 00:00","3.73","31319595"
"2008-01-24 00:00","3.96","39696620"
"2008-01-25 00:00","4.11","24524742"
"2008-01-28 00:00","4.1","8770033"
"2008-01-29 00:00","4.295","30587192"
"2008-01-30 00:00","4.28","24495067"
"2008-01-31 00:00","4.26","38828210"
"2008-02-01 00:00","4.345","14734707"
"2008-02-04 00:00","4.31","14157421"
"2008-02-05 00:00","4.115","19558552"
"2008-02-06 00:00","4.135","14566631"
"2008-02-07 00:00","4.1","8898020"
"2008-02-08 00:00","4.095","7259387"
"2008-02-11 00:00","4.14","9197632"
"2008-02-12 00:00","4.27","10883198"
"2008-02-13 00:00","4.28","8967612"
"2008-02-14 00:00","4.26","7147895"
"2008-02-15 00:00","4.185","6554730"
"2008-02-18 00:00","4.21","4583362"
"2008-02-19 00:00","4.185","8755549"
"2008-02-20 00:00","4.09","10405068"
"2008-02-21 00:00","4.12","8956956"
"2008-02-22 00:00","4.035","7938935"
"2008-02-25 00:00","4.07","6504833"
"2008-02-26 00:00","4.07","9025898"
"2008-02-27 00:00","4.08","10956859"
"2008-02-28 00:00","3.99","16621562"
"2008-02-29 00:00","3.875","25384121"
"2008-03-03 00:00","3.795","12538619"
"2008-03-04 00:00","3.79","14599088"
"2008-03-05 00:00","3.88","9271818"
"2008-03-06 00:00","3.87","14006743"
"2008-03-07 00:00","3.9","15271521"
"2008-03-10 00:00","3.83","8013968"
"2008-03-11 00:00","3.84","11985771"
"2008-03-12 00:00","3.835","11738753"
"2008-03-13 00:00","3.75","9896592"
"2008-03-14 00:00","3.685","10302186"
"2008-03-17 00:00","3.615","14278055"
"2008-03-18 00:00","3.7","9159762"
"2008-03-19 00:00","3.76","13850452"
"2008-03-20 00:00","3.725","12068534"
"2008-03-25 00:00","3.845","15143652"
"2008-03-26 00:00","3.865","13134865"
"2008-03-27 00:00","3.87","15008183"
"2008-03-28 00:00","3.905","11786324"
"2008-03-31 01:00","3.84","11929757"
"2008-04-01 01:00","3.89","14203209"
"2008-04-02 01:00","3.95","11478621"
"2008-04-03 01:00","3.975","9047475"
"2008-04-04 01:00","4.015","11656750"
"2008-04-07 01:00","4.075","7063553"
"2008-04-08 01:00","4.15","11874958"
"2008-04-09 01:00","4.1","11448140"
"2008-04-10 01:00","4.09","9279906"
"2008-04-11 01:00","4.045","6975348"
"2008-04-14 01:00","4.02","4696881"
"2008-04-15 01:00","4.065","3855448"
"2008-04-16 01:00","4.11","5715986"
"2008-04-17 01:00","4.095","7283735"
"2008-04-18 01:00","4.125","7094005"
"2008-04-21 01:00","4.145","6417910"
"2008-04-22 01:00","4.125","8623421"
"2008-04-23 01:00","4.105","7235799"
"2008-04-24 01:00","4.13","6708613"
"2008-04-25 01:00","4.1","5280214"
"2008-04-28 01:00","4.135","4570382"
"2008-04-29 01:00","4.065","8110212"
"2008-04-30 01:00","4.06","5884912"
"2008-05-02 01:00","4.13","7357672"
"2008-05-05 01:00","4.05","3743141"
"2008-05-06 01:00","4.125","11094103"
"2008-05-07 01:00","4.21","12156323"
"2008-05-08 01:00","4.15","13332741"
"2008-05-09 01:00","4.13","9042102"
"2008-05-12 01:00","4.085","5082314"
"2008-05-13 01:00","4.14","6610907"
"2008-05-14 01:00","4.125","6576463"
"2008-05-15 01:00","4.02","17232712"
"2008-05-16 01:00","3.99","15965130"
"2008-05-19 01:00","4.09","7702420"
"2008-05-20 01:00","4.075","6996757"
"2008-05-21 01:00","4.055","7413953"
"2008-05-22 01:00","4.095","11388380"
"2008-05-23 01:00","4.05","9195123"
"2008-05-26 01:00","4.015","2886724"
"2008-05-27 01:00","4.04","6882256"
"2008-05-28 01:00","4.03","14701658"
"2008-05-29 01:00","4.06","14980714"
"2008-05-30 01:00","4.05","11470286"
"2008-06-02 01:00","3.975","8046423"
"2008-06-03 01:00","4.03","8277256"
"2008-06-04 01:00","3.9","16346998"
"2008-06-05 01:00","3.89","10714387"
"2008-06-06 01:00","3.815","8588618"
"2008-06-09 01:00","3.79","10078136"
"2008-06-10 01:00","3.78","12485261"
"2008-06-11 01:00","3.715","11500094"
"2008-06-12 01:00","3.7","8370613"
"2008-06-13 01:00","3.7","8395169"
"2008-06-16 01:00","3.7","4905484"
"2008-06-17 01:00","3.695","4053133"
"2008-06-18 01:00","3.68","6710238"
"2008-06-19 01:00","3.595","10146655"
"2008-06-20 01:00","3.505","16620637"
"2008-06-23 01:00","3.48","8023722"
"2008-06-24 01:00","3.375","23711713"
"2008-06-25 01:00","3.425","10977298"
"2008-06-26 01:00","3.37","14394278"
"2008-06-27 01:00","3.33","5910146"
"2008-06-30 01:00","3.315","7004735"
"2008-07-01 01:00","3.25","13338392"
"2008-07-02 01:00","3.4","20757903"
"2008-07-03 01:00","3.465","21299455"
"2008-07-04 01:00","3.405","7330007"
"2008-07-07 01:00","3.47","4800573"
"2008-07-08 01:00","3.56","11494635"
"2008-07-09 01:00","3.585","10707196"
"2008-07-10 01:00","3.565","8676757"
"2008-07-11 01:00","3.49","20656000"
"2008-07-14 01:00","3.455","8307978"
"2008-07-15 01:00","3.38","8907783"
"2008-07-16 01:00","3.43","7843303"
"2008-07-17 01:00","3.51","11267267"
"2008-07-18 01:00","3.56","9655945"
"2008-07-21 01:00","3.555","8660712"
"2008-07-22 01:00","3.485","9444166"
"2008-07-23 01:00","3.52","5486620"
"2008-07-24 01:00","3.45","6260456"
"2008-07-25 01:00","3.44","4603938"
"2008-07-28 01:00","3.39","2952091"
"2008-07-29 01:00","3.41","3868456"
"2008-07-30 01:00","3.475","6176522"
"2008-07-31 01:00","3.515","5882875"
"2008-08-01 01:00","3.42","4989306"
"2008-08-04 01:00","3.41","3811747"
"2008-08-05 01:00","3.325","12899634"
"2008-08-06 01:00","3.2","23382384"
"2008-08-07 01:00","3.22","9596754"
"2008-08-08 01:00","3.25","8211183"
"2008-08-11 01:00","3.275","5213446"
"2008-08-12 01:00","3.325","6822285"
"2008-08-13 01:00","3.29","9106037"
"2008-08-14 01:00","3.305","4374009"
"2008-08-15 01:00","3.36","5554179"
"2008-08-18 01:00","3.33","3811037"
"2008-08-19 01:00","3.275","5404256"
"2008-08-20 01:00","3.285","4922891"
"2008-08-21 01:00","3.31","6418502"
"2008-08-22 01:00","3.335","4462248"
"2008-08-25 01:00","3.33","1648113"
"2008-08-26 01:00","3.35","4207745"
"2008-08-27 01:00","3.365","5104133"
"2008-08-28 01:00","3.42","6877550"
"2008-08-29 01:00","3.47","10117370"
"2008-09-01 01:00","3.5","5972334"
"2008-09-02 01:00","3.455","7444087"
"2008-09-03 01:00","3.487","5838926"
"2008-09-04 01:00","3.4","8040864"
"2008-09-05 01:00","3.3","10654438"
"2008-09-08 01:00","3.315","10519621"
"2008-09-09 01:00","3.191","11193881"
"2008-09-10 01:00","3.113","12082816"
"2008-09-11 01:00","3.055","10183804"
"2008-09-12 01:00","3.126","6865544"
"2008-09-15 01:00","3.035","7144827"
"2008-09-16 01:00","2.95","13669564"
"2008-09-17 01:00","2.823","13195791"
"2008-09-18 01:00","2.702","23329484"
"2008-09-19 01:00","3.021","41871520"
"2008-09-22 01:00","2.919","10262100"
"2008-09-23 01:00","2.99","10001155"
"2008-09-24 01:00","3.03","14023060"
"2008-09-25 01:00","2.997","5837178"
"2008-09-26 01:00","3.006","5816003"
"2008-09-29 01:00","2.875","7237324"
"2008-09-30 01:00","2.939","10127415"
"2008-10-01 01:00","2.84","10808144"
"2008-10-02 01:00","2.724","21252319"
"2008-10-03 01:00","2.7","12343084"
"2008-10-06 01:00","2.256","19758885"
"2008-10-07 01:00","2.377","19701150"
"2008-10-08 01:00","2.272","18435166"
"2008-10-09 01:00","2.299","18555602"
"2008-10-10 01:00","2.241","25119059"
"2008-10-13 01:00","2.536","14375348"
"2008-10-14 01:00","2.77","23201680"
"2008-10-15 01:00","2.638","11502742"
"2008-10-16 01:00","2.481","16854774"
"2008-10-17 01:00","2.543","14314036"
"2008-10-20 01:00","2.683","8189852"
"2008-10-21 01:00","2.6","10219963"
"2008-10-22 01:00","2.43","12777655"
"2008-10-23 01:00","2.485","12705709"
"2008-10-24 01:00","2.352","10177538"
"2008-10-27 00:00","2.3","11236777"
"2008-10-28 00:00","2.404","9577023"
"2008-10-29 00:00","2.713","16395606"
"2008-10-30 00:00","2.644","20460352"
"2008-10-31 00:00","2.686","17132009"
"2008-11-03 00:00","2.806","12696063"
"2008-11-04 00:00","2.955","16143320"
"2008-11-05 00:00","2.847","10521854"
"2008-11-06 00:00","2.7","8722507"
"2008-11-07 00:00","2.76","7253721"
"2008-11-10 00:00","2.751","5889115"
"2008-11-11 00:00","2.708","3914307"
"2008-11-12 00:00","2.635","6368694"
"2008-11-13 00:00","2.627","6294282"
"2008-11-14 00:00","2.662","4367551"
"2008-11-17 00:00","2.622","4762441"
"2008-11-18 00:00","2.712","4559250"
"2008-11-19 00:00","2.706","10165764"
"2008-11-20 00:00","2.567","6595602"
"2008-11-21 00:00","2.497","8693894"
"2008-11-24 00:00","2.68","5392052"
"2008-11-25 00:00","2.67","6432866"
"2008-11-26 00:00","2.685","5952555"
